download_order,status,paper_id,keyword,year,title,authors,venue,doi,download_url,suggested_filename,existing_pdf_path,source_hint,notes,auto_status,auto_source,auto_message
258,missing,39fee30eb03c,Design knowledge,2020,Cutting Cubes Out of Fog: The Whole View of Design,P. Whitney; André Nogueira,"She Ji: The Journal of Design, Economics and Innovation",,https://www.semanticscholar.org/paper/435277a3e5471ed7631d518071836b93944925b0,Cutting_Cubes_Out_of_Fog_The_Whole_View_of_Design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
259,missing,a707fd62833a,Design knowledge,2019,Tracing the tensions surrounding understandings of agency and knowledge in technology design,Ruth Neubauer; E. Bohemia; K. Harman,Conference Proceedings of the Academy for Design Innovation Management,,https://www.semanticscholar.org/paper/4acc5b8aa733c7fa82f49703473735aeb54c7095,Tracing_the_tensions_surrounding_understandings_of_agency_and_knowledge_in_technology_desi.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
261,missing,dcbdeccbb96c,Design knowledge,2002,Is there a specific type of knowledge associated with design?,A. Purcell; K. S. Sodersten,Proceedings of DRS,,https://www.semanticscholar.org/paper/51832372b50bbb3bb52d528c67d7b699133b0b02,Is_there_a_specific_type_of_knowledge_associated_with_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
262,missing,7f7baeb83bac,Design knowledge,2024,A theoretical framework on embodiment in digital design,S. Aşut; A. Erdem,Journal of Design for Resilience in Architecture and Planning,,https://www.semanticscholar.org/paper/999c3e425c176f6b5edd863d167d256744852b1e,A_theoretical_framework_on_embodiment_in_digital_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
263,missing,38f057747444,Design knowledge,2011,Reusable design: A proposed approach to Public Health Informatics system design,B. Reeder; Rebecca A. Hills; G. Demiris; D. Revere; Jamie Pina,BMC Public Health,,https://www.semanticscholar.org/paper/9c8b1c67ac970533f6aee74d608749c545113cdd,Reusable_design_A_proposed_approach_to_Public_Health_Informatics_system_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
264,missing,cc5e9fe45cc6,Design knowledge,2019,A study of practice based design research models from knowledge integration perspective,Honghai Li; Jun Cai,,,https://www.semanticscholar.org/paper/9f26e050d534e82159a5fa1af1f865603733aa49,A_study_of_practice_based_design_research_models_from_knowledge_integration_perspective.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
265,missing,c5d4c66275a8,Design knowledge,2025,Towards a Theory Driven Foundational Model for Design: Rethinking Requirement Elicitation for Special Needs,K. Venkatesh; Shakuntala Acharya; J. Allen; F. Mistree,Digital Enterprise Computing,,https://www.semanticscholar.org/paper/a02bcc09b09789ba51cd5bf0e57da568c03c8021,Towards_a_Theory_Driven_Foundational_Model_for_Design_Rethinking_Requirement_Elicitation_f.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
267,missing,77b350f029e7,Design knowledge,2023,A taxonomy and ontology for digital platforms,Thomas Derave; F. Gailly; T. P. Sales; G. Poels,Information Systems,,https://www.semanticscholar.org/paper/a9332bbc8582c4f0033949a3b7f7f447b5654b6b,A_taxonomy_and_ontology_for_digital_platforms.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
268,missing,ef3a9300a2f3,Design knowledge,2019,Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review,Mi Song Kim,Research and Practice in Technology Enhanced Learning,,https://www.semanticscholar.org/paper/b2c846608aefa5aa21c43b4819c02c7bcc295e5c,Developing_a_competency_taxonomy_for_teacher_design_knowledge_in_technology_enhanced_learn.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
269,missing,2042efa7e455,Design knowledge,2019,The DSR grid: six core dimensions for effectively planning and communicating design science research projects,J. Brocke; A. Maedche,Electronic Markets,,https://www.semanticscholar.org/paper/b4891a8c14bc74a60e95cce3915a3efae59ff889,The_DSR_grid_six_core_dimensions_for_effectively_planning_and_communicating_design_science.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
270,missing,fda0636dbea5,Design knowledge,2017,Design Research: Aesthetic Epistemology and Explanatory Knowledge,P. Murphy,,,https://www.semanticscholar.org/paper/b8368428524409fb5ce01bc510bb3e1c79eff1b9,Design_Research_Aesthetic_Epistemology_and_Explanatory_Knowledge.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
271,missing,29a8891f4c02,Design knowledge,2010,The Need for Design Cases: Disseminating Design Knowledge,E. Boling,,,https://www.semanticscholar.org/paper/b924e7e2da2b5dfae02528ebbb53b209e8077c32,The_Need_for_Design_Cases_Disseminating_Design_Knowledge.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
272,missing,c058d036363a,Design knowledge,2018,What designers know,B. Lawson,The Design Student’s Journey,,https://www.semanticscholar.org/paper/c1f0c8baf4f3c8cddaae36f4100ec07bdde0e693,What_designers_know.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
274,missing,f02904f836be,Design methods,2019,Universal Participatory Design: Achievements and Challenges,R. Bonacin; Júlio Cesar dos Reis; M. Baranauskas,,,https://www.semanticscholar.org/paper/06bb9a92fbf53b9d7a93c86acc244c380656fc1f,Universal_Participatory_Design_Achievements_and_Challenges.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
275,missing,714b3f6f8ac7,Design methods,2011,Degrees of Interaction: Towards a Classification,H. Achten,Proceedings of the 29th International Conference on Education and Research in Computer Aided Architectural Design in Europe (eCAADe),,https://www.semanticscholar.org/paper/0e9390e0acbae28af61e300fca19b7e400e6a211,Degrees_of_Interaction_Towards_a_Classification.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
276,missing,c825a5e5ab08,Design methods,2020,Functional design framework for innovative design thinking in product development,Ang Liu; S. Lu,,,https://www.semanticscholar.org/paper/1af6479afed41181f7b7d7c315f80b691cb038f1,Functional_design_framework_for_innovative_design_thinking_in_product_development.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
277,missing,878cf959ac53,Design methods,2020,Designerly Research Methods and Researcherly Design Methods,R. Sosa,,,https://www.semanticscholar.org/paper/3c1e79eab204a59ccd27f91f5c60a8bc77fd660a,Designerly_Research_Methods_and_Researcherly_Design_Methods.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
278,missing,9de0e13a7156,Design methods,2019,Towards functional de novo designed proteins.,W. Dawson; G. G. Rhys; D. Woolfson,Current Opinion in Chemical Biology,,https://www.semanticscholar.org/paper/4c8fc56c0f81ebbdc38feccc5c71e2ef2926cfba,Towards_functional_de_novo_designed_proteins.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
279,missing,885a1eee70e3,Design methods,2024,"The Design of Business Models: What, How and Why",Lorenzo Massa,Journal of Business Models,,https://www.semanticscholar.org/paper/4ddeee32ce878180b4aa8e380f01a51103dc9b26,The_Design_of_Business_Models_What_How_and_Why.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
280,missing,da2bb1488305,Design methods,2006,Rigor in MIS Survey Research: In Search of Ideal Survey Methodological Attributes,Teresa L. Ju; Yue Chen; Szu-Yuan Sun; Chang-Yao Wu,Journal of Computational Information Systems,,https://www.semanticscholar.org/paper/56503943bd26382896ce79aa8996e559b19ad0cd,Rigor_in_MIS_Survey_Research_In_Search_of_Ideal_Survey_Methodological_Attributes.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
283,missing,03ce61847eb3,Design methods,2024,Emotion Semantics Construction in Industrial Product Application,Wenhao Jiang,Spectrum of Art,,https://www.semanticscholar.org/paper/6f02f16a16473889b3ceea6c87a753d0886a0bc5,Emotion_Semantics_Construction_in_Industrial_Product_Application.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
284,missing,66218ff443f6,Design methods,1996,Deliberated Evolution: Stalking the View Matcher in Design Space,John Millar Carroll; M. Rosson,Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/7396740affd17f5cc3db5d1a68c15af8c79cb17e,Deliberated_Evolution_Stalking_the_View_Matcher_in_Design_Space.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
285,missing,76669ffc8981,Design methods,2024,A Framework for Effective Virtual Commissioning: Guiding Principles for Seamless System Integration,Richárd Korpai; Norbert Szántó; Á. Csapó,Journal of Manufacturing and Materials Processing,,https://www.semanticscholar.org/paper/97c9a4799592ce42d22539428acaa5f9ab544e51,A_Framework_for_Effective_Virtual_Commissioning_Guiding_Principles_for_Seamless_System_Int.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,Semantic Scholar openAccessPdf,Semantic Scholar openAccessPdf: HTTP 403
286,missing,94347a49c12b,Design methods,2007,Using System Dynamics to Construct Design Theory for Community Information Systems,A. Moor,Journal of Community Informatics,,https://www.semanticscholar.org/paper/9898a05d24456f06fae80b2792799f42c78e97c2,Using_System_Dynamics_to_Construct_Design_Theory_for_Community_Information_Systems.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,Semantic Scholar openAccessPdf,Semantic Scholar openAccessPdf: not PDF (text/html; charset=utf-8)
287,missing,6e06768bb26b,Design methods,2020,Design as Research in Landscape Architecture,S. Nijhuis; Jeroen de Vries,Landscape Journal,,https://www.semanticscholar.org/paper/9ccbde1f4c0beea16f19aefd301adc55e39d9928,Design_as_Research_in_Landscape_Architecture.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
288,missing,215d4603e3c7,Design methods,2020,A case study of the extension of floorplan flexibility using sector margins,Marie Kim; C. Yoon,,,https://www.semanticscholar.org/paper/9fc959bade7102e255548fbbb86b7e325126e9fd,A_case_study_of_the_extension_of_floorplan_flexibility_using_sector_margins.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
289,missing,55dc4ef842a6,Design methods,2023,IMPLEMENTATION OF THE BASIC PRINCIPLES OF FORMING THE ARCHITECTURE OF NON-FORMAL EDUCATION INSTITUTIONS,Iryna L. Kravchenko; Valerij Tovbych,Urban development and spatial planning,,https://www.semanticscholar.org/paper/a720f8dc5c42c3805e61cfc84c13f6d8f708404b,IMPLEMENTATION_OF_THE_BASIC_PRINCIPLES_OF_FORMING_THE_ARCHITECTURE_OF_NON_FORMAL_EDUCATION.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
290,missing,ac2f5510db32,Design methods,2019,Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction,Evangelos Pantazis; D. Gerber,Architectural Science Review,,https://www.semanticscholar.org/paper/b50cc2220c9a692e8c31e6465f08e7008ae10dbf,Beyond_geometric_complexity_a_critical_review_of_complexity_theory_and_how_it_relates_to_a.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
291,missing,8ade38cacb53,Design methods,2016,Architectural Design Method of Architectural Engineering,Jingtang He; K. Xiang,JOURNAL OF ENGINEERING STUDIES,,https://www.semanticscholar.org/paper/b60bd5a5811c98785d060b818ae48da7474ea5e7,Architectural_Design_Method_of_Architectural_Engineering.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
292,missing,4592ed134f14,Design methods,2023,The relation between brain-learning physiology and conceptualization methods in the design process of architecture students1,A. Mahmoodi; Mahyar Bastani,"Art, Design &amp; Communication in Higher Education",,https://www.semanticscholar.org/paper/c5082819981d9c379c06ad40e4e00d558456836b,The_relation_between_brain_learning_physiology_and_conceptualization_methods_in_the_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
293,missing,5389fb1cc38b,Design methods,2022,Elements of a design method – a basis for describing and evaluating design methods,K. Gericke; C. Eckert; M. Stacey,Design Science,,https://www.semanticscholar.org/paper/c6983d646df77563eea8dc5d05abb895c9c8b87f,Elements_of_a_design_method_a_basis_for_describing_and_evaluating_design_methods.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
294,missing,9fbb38d67689,Design methods,2023,Analysis of methods of creating new technical systems,R. Zinko; T. Kruts; Andriy P. Polyakov,Journal of Mechanical Engineering and Transport,,https://www.semanticscholar.org/paper/cf5c6ebb3656965e5eb2a4543c370e0a41f32df1,Analysis_of_methods_of_creating_new_technical_systems.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
295,missing,f47226c43979,Design methods,2023,The Human-Centredness Metric: Early Assessment of the Quality of Human-Centred Design Activities,O. Sankowski; Dieter Krause,Applied Sciences,,https://www.semanticscholar.org/paper/e5f6abe0431dd1e20d6c555a3cdf31e1a8d632e9,The_Human_Centredness_Metric_Early_Assessment_of_the_Quality_of_Human_Centred_Design_Activ.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
296,missing,f16832406221,Design methods,2014,A Framework for Systemic Design,A. Ryan,,,https://www.semanticscholar.org/paper/e7cf73c02d6b1359d48322826cd202eb83161e7a,A_Framework_for_Systemic_Design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
298,missing,bee7b59885fa,Design methods,2018,Adapting the FBS Model of Designing for Usage-Driven Innovation Processes,B. Yannou; François Cluzel; G. Lamé,Volume 7: 30th International Conference on Design Theory and Methodology,,https://www.semanticscholar.org/paper/eca62463fe663c3015618cf05fc19693f7cec6fa,Adapting_the_FBS_Model_of_Designing_for_Usage_Driven_Innovation_Processes.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
299,missing,27b32c0d515d,Design methods,2019,Advancing service design research with design science research,J. Teixeira; L. Patrício; T. Tuunanen,,,https://www.semanticscholar.org/paper/f49d404b4031df752c7cb95c7b140dceff637616,Advancing_service_design_research_with_design_science_research.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
300,missing,e9826a1c57b0,Design Patterns,2024,In Search of Living Law: How Should We Design for (Digital) Legal Interaction?,Riikka Koulu,Digital Society,,https://www.semanticscholar.org/paper/1011c572d0207c2203619839525ce10850c028e4,In_Search_of_Living_Law_How_Should_We_Design_for_Digital_Legal_Interaction.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,Semantic Scholar openAccessPdf,Semantic Scholar openAccessPdf: not PDF (text/html; charset=utf-8)
302,missing,3269f651fd9c,Design Patterns,2025,"Designing AI-Enabled Engineering Courses: E-AIP Framework for Learning Outcomes, Process Evidence, and Integrity",Abdullah Khataan; G. Bapat; S. Rahaman; Anuj Kumar,Int. J. Eng. Pedagog.,,https://www.semanticscholar.org/paper/2ab5c1476d21b2dedf95b4e208bae1ed432bf6b2,Designing_AI_Enabled_Engineering_Courses_E_AIP_Framework_for_Learning_Outcomes_Process_Evi.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
304,missing,e763873f823a,Design Patterns,1996,Formalising design patterns,K. Lano; J. Bicarregui; S. Goldsack,FME 1996,,https://www.semanticscholar.org/paper/42d183baa4bedc79c05bc4e3d59a929ce9aab935,Formalising_design_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
305,missing,3a87795ac48c,Design Patterns,2011,Framework for Designing and Evaluating Game Achievements,Juho Hamari; V. Eranti,DiGRA Conference,,https://www.semanticscholar.org/paper/4de775e4ffb6e1457af1e816baaa8c99cc4a0def,Framework_for_Designing_and_Evaluating_Game_Achievements.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
306,missing,12029fe2805e,Design Patterns,2016,Considerações sobre o pattern,A. Graciano; Sérgio Nesteriuk; Gilbertto Prado,,,https://www.semanticscholar.org/paper/5dddc96892a4a3b6bc60a30ab697045d7da17b13,Considerac_o_es_sobre_o_pattern.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
308,missing,0783409933b4,Design Patterns,2026,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,Jia Huang; J. Zhou,,,https://www.semanticscholar.org/paper/67855ed25bb27f6a2f8bae704fdd2d35c8891262,A_Two_Dimensional_Framework_for_AI_Agent_Design_Patterns_Cognitive_Function_and_Execution_.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
311,missing,5a05967135ba,Design Patterns,2024,Cross-cultural adaptation of educational design patterns at scale,Carmen Jane Vallis; Huyen Thi Ngoc Nguyen; Adrian Norman,Journal of Work-Applied Management,,https://www.semanticscholar.org/paper/a289e650dcf66ee89360651d91afbb407cca0c77,Cross_cultural_adaptation_of_educational_design_patterns_at_scale.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
312,missing,77ba97562fe7,Design Patterns,2018,Teachers’ Collaborative Pattern Language Design,Ola Knutsson; R. Ramberg,,,https://www.semanticscholar.org/paper/a61eca6d22ff2d451e296be24f69dcfa9aed96fd,Teachers_Collaborative_Pattern_Language_Design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
313,missing,368e4036648e,Design Patterns,2026,From Directional Stimuli to Prompt Architectures: Documenting the Practice of Meta-Prompting,D. Ligot,Social Science Research Network,,https://www.semanticscholar.org/paper/cc6622c7b5aec35fb3b4174aa730a28c6c5c0844,From_Directional_Stimuli_to_Prompt_Architectures_Documenting_the_Practice_of_Meta_Promptin.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
314,missing,ade4419d3095,Design Patterns,2023,Hybrid modeling design patterns,M. Rudolph; Stefan Kurz; Barbara Rakitsch,Journal of Mathematics in Industry,,https://www.semanticscholar.org/paper/d1798033cdc2d510fec08ea61044d91d10061c67,Hybrid_modeling_design_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
315,missing,35874d939f8d,Design Patterns,2020,"Patterns, anticipation and participatory futures",R. Puzio; Paola Ricaurte; Charles Jeffrey Danoff; Charlotte Pierce; Analua Dutka-Chirichetti; Vitor Bruno; H. Cintra; J. Corneli,arXiv.org,,https://www.semanticscholar.org/paper/d906be0109cf9b217d62a8aff8e74aa2173985ee,Patterns_anticipation_and_participatory_futures.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
316,missing,1744134ec197,Design Patterns,2019,A pattern language for designing innovative projects: project design patterns,Takashi Iba; Haruka Mori; Ayaka Yoshikawa,International Journal of Entrepreneurship and Small Business,,https://www.semanticscholar.org/paper/ee386b03d67c8663f4dc586aa43dfd653f88cdef,A_pattern_language_for_designing_innovative_projects_project_design_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
317,missing,3524dd73bb30,Design Patterns,2024,Design Patterns of Biological Cells,Steven S. Andrews; H. Wiley; Herbert M. Sauro,Bioessays,,https://www.semanticscholar.org/paper/f26d25a6933311f0177bd3d7b18af01927b69ba8,Design_Patterns_of_Biological_Cells.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
318,missing,09e4195a775c,Design Patterns,2014,BIOPHILIC DESIGN PATTERNS: Emerging Nature-Based Parameters for Health and Well-Being in the Built Environment,Catherine O. Ryan; W. Browning; Joseph Clancy; Scott L Andrews; Namita B Kallianpurkar,,,https://www.semanticscholar.org/paper/f2f43cc85573cfe8f7a2770354fbea84c95e0f36,BIOPHILIC_DESIGN_PATTERNS_Emerging_Nature_Based_Parameters_for_Health_and_Well_Being_in_th.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
319,missing,4000c6073b5d,Design Patterns,2013,Design Patterns and Design Principles for Internal Domain-Specific Languages,S. Günther,,,https://www.semanticscholar.org/paper/f87e9b8e062bd9dbd0d055a23d6168ba5f260157,Design_Patterns_and_Design_Principles_for_Internal_Domain_Specific_Languages.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
320,missing,6ea89aad84f6,Design Procedures,2019,Development of Sustainable Integrated Design Framework for Stream Restoration,Kidoo Park; Kil-Seong Lee,Sustainability,,https://www.semanticscholar.org/paper/2d6d2d98a2743302a62da00967844cdc92ff28c4,Development_of_Sustainable_Integrated_Design_Framework_for_Stream_Restoration.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,Semantic Scholar openAccessPdf,Semantic Scholar openAccessPdf: HTTP 403
321,missing,4567075d70b4,Design rationale,1996,Making Argumentation Serve Design,G. Fischer; A. C. Lemke; Ray McCall; A. Mørch,Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/3030e27be928a7240a7e390ad8a09ba979d0cac9,Making_Argumentation_Serve_Design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
322,missing,ab97fa9e6ec7,Design rationale,2011,"""Argumentative Design Rationale and the Object-Oriented Development Process: better analysis, better design""",L. Bronner; Jerry-Daryl Fletcher,2006 Fall ASEE Middle Atlantic Section Conference Proceedings,,https://www.semanticscholar.org/paper/40f61a83349d805ce7200a1424e4aa6df3e58313,Argumentative_Design_Rationale_and_the_Object_Oriented_Development_Process_better_analysis.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
323,missing,5c096c480387,Design Rules,2013,User interfaces of information retrieval systems and user friendliness,P. Vilar; M. Žumer,Knjižnica,,https://www.semanticscholar.org/paper/9aa514c3ca92faefeccdf83e91e0ddef127ac487,User_interfaces_of_information_retrieval_systems_and_user_friendliness.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
325,missing,f941f0424e1a,Design Rules,2020,"Design Rules, Volume 2: Chapter 6—The Value Structure of Technologies, Part 1: Mapping Functional Components",Carliss Y. Baldwin,Social Science Research Network,,https://www.semanticscholar.org/paper/abcbcc31184f047ab91479bf2dc56bd1a2def833,Design_Rules_Volume_2_Chapter_6_The_Value_Structure_of_Technologies_Part_1_Mapping_Functio.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
326,missing,cf2ee8097a06,Design Rules,2020,"Design Rules, Volume 2: Chapter 4—The Mirroring Hypothesis: Linkages Inside and Across Transaction Free Zones",Carliss Y. Baldwin,Social Science Research Network,,https://www.semanticscholar.org/paper/b2acd9c3d6ff7edde932d69118071e11ebd21892,Design_Rules_Volume_2_Chapter_4_The_Mirroring_Hypothesis_Linkages_Inside_and_Across_Transa.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
327,missing,1d033f71eb02,Design Rules,2026,"Soft, Flexible, and Stretchable Platforms for Tissue‐Interfaced Bioelectronics",Kento Yamagishi; Sunghoon Lee; Tomoyuki Yokota; Takao Someya,Advancement of science,,https://www.semanticscholar.org/paper/c3374b7851bf707048b3359556ab8226b87eea9d,Soft_Flexible_and_Stretchable_Platforms_for_Tissue_Interfaced_Bioelectronics.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
328,missing,892ad7622adf,Design Rules,2018,"Modularity Design Rules for Architecture Development: Theory, Implementation, and Evidence from the Development of the Renault–Nissan Alliance “Common Module Family” Architecture",R. Sanchez; T. Shibata,"Journal of Open Innovation: Technology, Market and Complexity",,https://www.semanticscholar.org/paper/f0c8dde0db23ccabc0cd5d3499399bdb253bdf5c,Modularity_Design_Rules_for_Architecture_Development_Theory_Implementation_and_Evidence_fr.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,Semantic Scholar openAccessPdf,Semantic Scholar openAccessPdf: HTTP 403
329,missing,6f114a6d29d1,Design Rules,2019,Toward a Conceptualization of Organizational Modularity,Ayberk Soyer; U. Asan; Özgür Eriş,"Advances in Logistics, Operations, and Management Science",,https://www.semanticscholar.org/paper/fcc6161b8680d7a12b3a2153bdee6188488ffd1b,Toward_a_Conceptualization_of_Organizational_Modularity.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
330,missing,2faef10b819d,Design theory,2017,A design theory for software engineering,Jon G. Hall; L. Rapanotti,Information and Software Technology,,https://www.semanticscholar.org/paper/01d6dabb554091dd3a9d65f13a80ead9b166bd79,A_design_theory_for_software_engineering.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
331,missing,232abf4e9e91,Design theory,2022,The Conceptual Design of Mechanical Products,Ambrose Edward Irudayaraj; V. Anbumalar,Periodico,,https://www.semanticscholar.org/paper/0397508218bbb477dc15863a74245d3c12b1eb0e,The_Conceptual_Design_of_Mechanical_Products.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
332,missing,64230bcb1202,Design theory,2023,Chimera heuristics: Generative rational heuristics for the unknown from design theory,Agathe Gilain; Pascal le Le Masson; B. Weil,European Management Review,,https://www.semanticscholar.org/paper/046e1e9a9fc6dc38b07293cd91dbc526b1db8743,Chimera_heuristics_Generative_rational_heuristics_for_the_unknown_from_design_theory.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
334,missing,02f3ae017acb,Design theory,2022,Design Theory and Method of Complex Products: A Review,Chan Qiu; Jianrong Tan; Zhen-yu Liu; Haoyang Mao; Weifei Hu,Chinese Journal of Mechanical Engineering,,https://www.semanticscholar.org/paper/11b673bc049bd6075777c1697de805d195198e5b,Design_Theory_and_Method_of_Complex_Products_A_Review.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
335,missing,7fb79f6d2f73,Design theory,2023,"PEDAGOGICAL DESIGN: CONCEPT, PRINCIPLES, MODELS",G.М. Ussainova; V. I. Kazarenkov,"МАТЕМАТИКАНЫ, ФИЗИКАНЫ ЖӘНЕ ИНФОРМАТИКАНЫ ОҚЫТУДЫҢ ӨЗЕКТІ МӘСЕЛЕЛЕРІ",,https://www.semanticscholar.org/paper/1a8fe4b63d8b32fd0df817839f391b3a8d909fb4,PEDAGOGICAL_DESIGN_CONCEPT_PRINCIPLES_MODELS.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
336,missing,c1db52f69aae,Design theory,2020,Editorial: A Critical Look at Theories in Design Science Research,J. Iivari,Journal of the AIS,,https://www.semanticscholar.org/paper/2ded85743bbacd8b2e71f387fbcaaf83d269d8eb,Editorial_A_Critical_Look_at_Theories_in_Design_Science_Research.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
